id,name,buildingType,specificBuildingType,description,closedDays,openHour,closeHour,notes
905,"The Frowal Residence","RESIDENCE","middle class home","Middle-class home",,,,""
906,"The Zeft Residence","RESIDENCE","lower class home","Lower-class home",,,,""
907,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
908,"The Yfremoon Residence","RESIDENCE","upper class home","Upper-class home",,,,""
909,"The Freaniundlin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
910,"The Tyrthym Residence","RESIDENCE","upper class home","Upper-class home",,,,""
911,"Bradoyax's Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
912,"The Bradoyax Residence","RESIDENCE","upper class home","Upper-class home",,,,""
913,"The Undertunnel Residence","RESIDENCE","upper class home","Upper-class home",,,,""
914,"The Bronzediggles Residence","RESIDENCE","upper class home","Upper-class home",,,,""
915,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
916,"The Bannheaver Shipyard","INDUSTRIAL","shipyard","Shipyard to build and repair ships",,,,""
917,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
918,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
919,"Fizzletrick's Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
920,"The Ousseathym-Melitharnith Residence","RESIDENCE","upper class home","Upper-class home",,,,""
921,"The Berurin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
922,"The Shortback Residence","RESIDENCE","upper class home","Upper-class home",,,,""
923,"The Sepiroth Residence","RESIDENCE","upper class home","Upper-class home",,,,""
924,"Beholder Baths","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
925,"The Mormindar Residence","RESIDENCE","upper class home","Upper-class home",,,,""
926,"The Sphenenail Residence","RESIDENCE","middle class home","Middle-class home",,,,""
927,"The Drakhri Residence","RESIDENCE","upper class home","Upper-class home",,,,""
928,"The Alluring Shipyard","INDUSTRIAL","shipyard","Shipyard to build and repair ships",,,,""
929,"The Wrinkled Farmers Market","SHOP","farmers market","Farmers market","[6,7]",9,17,""
930,"The Fareward Residence","RESIDENCE","lower class home","Lower-class home",,,,""
931,"The Underhouse Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
932,"The Pelletmane Residence","RESIDENCE","upper class home","Upper-class home",,,,""
933,"The Mastruse Residence","RESIDENCE","lower class home","Lower-class home",,,,""
934,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
935,"Starling Baths","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
936,"The Strongrock Residence","RESIDENCE","middle class home","Middle-class home",,,,""
937,"The Rhodoila Residence","RESIDENCE","upper class home","Upper-class home",,,,""
938,"The Zerulassa Residence","RESIDENCE","upper class home","Upper-class home",,,,""
939,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
940,"The Zerulkax Residence","RESIDENCE","upper class home","Upper-class home",,,,""
941,"The Mightyream Residence","RESIDENCE","middle class home","Middle-class home",,,,""
942,"The Freanieplith Residence","RESIDENCE","upper class home","Upper-class home",,,,""
943,"Warden Baths","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
944,"The Pebblefield Residence","RESIDENCE","upper class home","Upper-class home",,,,""
945,"Cheetah Baths Co.","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
946,"The Effeminate Depot","INDUSTRIAL","shipyard","Shipyard to build and repair ships",,,,""
947,"The Alebellows Residence","RESIDENCE","upper class home","Upper-class home",,,,""
948,"The Exquisite Baron Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
949,"The Midor Residence","RESIDENCE","lower class home","Lower-class home",,,,""
950,"The Pious Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
951,"The Hrine Residence","RESIDENCE","upper class home","Upper-class home",,,,""
952,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
953,"The Glowing Elm Tattoo artist","ARTISAN","tattoo artist","Good quality tattoo artist","[6,7]",9,17,""
954,"Boat Shipyard","INDUSTRIAL","shipyard","Shipyard to build and repair ships",,,,""
955,"The Lovely Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
956,"The Onyxlode Residence","RESIDENCE","upper class home","Upper-class home",,,,""
957,"The Jarzemyax Residence","RESIDENCE","upper class home","Upper-class home",,,,""
958,"The Melitharnith-Aleanurdrenn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
959,"Rixel's Bathhouse","ARTISAN","bathhouse","Bathhouse","[]",11,1,""
960,"The Jolly Engraver","ARTISAN","engraver","Master quality engraver","[6,7]",9,17,""
961,"The Short Shoemaker","ARTISAN","shoemaker","Good quality shoemaker","[6,7]",9,17,""
962,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
963,"The Orlezea Residence","RESIDENCE","middle class home","Middle-class home",,,,""
964,"The Emistar Residence","RESIDENCE","middle class home","Middle-class home",,,,""
965,"The Rhadazys Residence","RESIDENCE","middle class home","Middle-class home",,,,""
966,"The Hunithneldth Residence","RESIDENCE","middle class home","Middle-class home",,,,""
967,"The Goodbuck Residence","RESIDENCE","middle class home","Middle-class home",,,,""
968,"The Kennyraear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
969,"The Myrthitryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
970,"The Diamondthrow Residence","RESIDENCE","lower class home","Lower-class home",,,,""
971,"The Mathomfield Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
972,"The Maernddare Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
973,"The Digner Residence","RESIDENCE","lower class home","Lower-class home",,,,""
974,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
975,"The Opalsoul Residence","RESIDENCE","lower class home","Lower-class home",,,,""
976,"The Sulchruassa Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
977,"The Himurlem Residence","RESIDENCE","middle class home","Middle-class home",,,,""
978,"The Norreatear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
979,"The Stoutbit Residence","RESIDENCE","middle class home","Middle-class home",,,,""
980,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
981,"The Sardrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
982,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
983,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
984,"The Hardur Residence","RESIDENCE","lower class home","Lower-class home",,,,""
985,"The Gembrand Residence","RESIDENCE","middle class home","Middle-class home",,,,""
986,"The Killevirrea Residence","RESIDENCE","middle class home","Middle-class home",,,,""
987,"The Deepguard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
988,"The Ironsoul Residence","RESIDENCE","middle class home","Middle-class home",,,,""
989,"The Tyraheal Residence","RESIDENCE","lower class home","Lower-class home",,,,""
990,"The Mudstrike Residence","RESIDENCE","lower class home","Lower-class home",,,,""
991,"The Myrthatear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
992,"The Flukeguard Residence","RESIDENCE","middle class home","Middle-class home",,,,""
993,"The Clayhammer Residence","RESIDENCE","middle class home","Middle-class home",,,,""
994,"The Heasiaear Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
995,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
996,"The Heasilylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
997,"The Brimazys Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
998,"The Briskcraft-Nutstand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
999,"The Boffburrow Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1000,"The Squiggleguard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1001,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1002,"The Moltencall Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1003,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1004,"The Chrysodrax Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1005,"The Teager Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1006,"The Burrowhome Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1007,"The Killetylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1008,"The Finebelch Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1009,"The Chlangi Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1010,"The Ancarith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1011,"The Ousseaeplith Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1012,"The Gooldpipe Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1013,"The Tyrghymn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1014,"Adrariel's Thatcher","ARTISAN","thatcher","Thatcher","[6,7]",9,17,""
1015,"The Agategun Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1016,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1017,"The Oakiffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1018,"The Braceiffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1019,"The Hurokax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1020,"The Tyrettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1021,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1022,"The Sroika Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1023,"The Noakgarden Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1024,"The Noakgarden Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1025,"The Boonfall Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1026,"The Baequiaear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1027,"The Auvrealylth Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1028,"The Chail Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1029,"The Gemchain Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1030,"The Cavernfount Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1031,"The Braceweed Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1032,"The Adastrarin Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1033,"The Fairhand Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1034,"The Dirthaltin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1035,"The Bafflebell Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1036,"The Bafflebell Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1037,"The Deepspell Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1038,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1039,"The Majuriissa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1040,"The Bulgesmial Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1041,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1042,"The Amberhands Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1043,"The Ousseadlues Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1044,"The Skhiadur Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1045,"The Telglas Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1046,"The Kralkayax Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1047,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1048,"The Keruxawryn Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1049,"The Bannbrace Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1050,"The Maryax Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1051,"The Teasenrretyn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1052,"The Porphyrodrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1053,"The Auvreanddare Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1054,"The Kennyrvalsa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1055,"The Abraissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1056,"The Melithettln Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1057,"The Stoutbit Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1058,"The Stoutbit Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1059,"The Garnetarmor Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1060,"The Drakhri Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1061,"The Brintu Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1062,"The Ternasse Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1063,"The Killearnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1064,"The Soothing Warlock Singer","ARTISAN","singer","Poor singer","[6,7]",9,17,""
1065,"The Duggins Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1066,"The Ironborn Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1067,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1068,"The Phrixuyax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1069,"The Barg Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1070,"The Silverguard Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1071,"The Grubbumble Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1072,"The Melithtlithar Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1073,"The Seethenn Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1074,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1075,"The Myrthundlin Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
